ID_HEX|JAPONÊS|TRADUÇÃO|NOTAS
0xEDCA|つ～～ん　わたしはエルフよ。 わたしがいれば　このフロアには 変わった人が　集まってくるかも。||
0xEDCB|なし||
0xEDCC|イムルの牢屋||
0xEDCD|なぞの火口||
0xEDCE|ブランカ||
0xEDCF|さばくの宿屋||
0xEDD0|きつねヶ原||
0xEDD1|ボンモールの牢屋||
0xEDD2|レイクナバ||
0xEDD3|アネイル||
0xEDD4|ハバリア||
0xEDD5|アッテムト||
0xEDD6|岬のお告げ所||
0xEDD7|サラン||
0xEDD8|テンペ||
0xEDD9|フレノール||
0xEDDA|王家の墓||
0xEDDB|エンドール||
0xEDDC|エンドール関所||
0xEDDD|サントハイム関所||
0xEDDE|コナンベリー||
0xEDDF|ミントス||
0xEDE0|モンバーバラ||
0xEDE1|スタンシアラ||
0xEDE2|イムル||
0xEDE3|バトランド||
0xEDE4|村はずれの井戸||
0xEDE5|ガーデンブルグ||
0xEDE6|海辺の村||
0xEDE7|リバーサイド||
0xEDE8|ゴットサイド||
0xEDE9|メダル王の城||
0xEDEA|湖の塔||
0xEDEB|さえずりの塔||
0xEDEC|ラスタ||
0xEDED|ゴルエイ||
0xEDEE|セシル||
0xEDEF|ピピン||
0xEDF0|ルナ||
0xEDF1|サリル||
0xEDF2|エンチャ||
0xEDF3|ブラーノ||
0xEDF4|パル||
0xEDF5|オニール||
0xEDF6|ボガート||
0xEDF7|コロゴロ||
0xEDF8|ウォーク||
0xEDF9|ピアナ||
0xEDFA|ゴバン||
0xEDFB|レミ||
0xEDFC|ドストン||
0xEDFD|シュンク||
0xEDFE|マドリア||
0xEDFF|プキ||
0xEE00|クロービス||
0xEE01|リンダ||
0xEE02|シアン||
0xEE03|ルルミー||
0xEE04|ペラオス||
0xEE05|レディス||
0xEE06|パグル||
0xEE07|マリン||
0xEE08|レキット||
0xEE09|ブラン||
0xEE0A|ギャラン||
0xEE0B|ラッツ||
0xEE0C|モン||
0xEE0D|コードン||
0xEE0E|ハラド||
0xEE0F|メサムチョ||
0xEE10|ククル||
0xEE11|カーサ||
0xEE12|ミザベラ||
0xEE13|ウィル||
0xEE14|ヤニモック||
0xEE15|ハック||
0xEE16|キレス||
0xEE17|エレン||
0xEE18|ユミナ||
0xEE19|ワルドナー||
0xEE1A|ヨーレイ||
0xEE1B|ロデオ||
0xEE1C|レオン||
0xEE1D|チャーミー||
0xEE1E|ペガソ||
0xEE1F|リジュ||
0xEE20|シーズ||
0xEE21|ビリア||
0xEE22|スラオット||
0xEE23|ステッド||
0xEE24|ソルドニア||
0xEE25|クーベル||
0xEE26|レエチェ||
0xEE27|エンゼラ||
0xEE28|カペッチャ||
0xEE29|ゾラック||
0xEE2A|ベードン||
0xEE2B|ポレリア||
0xEE2C|ウルエス||
0xEE2D|ナニーワ||
0xEE2E|ティゴス||
0xEE2F|グレント||
0xEE30|ロンソン||
0xEE31|リーベルト||
0xEE32|レイア||
0xEE33|ピンキー||
0xEE34|ジョージ||
0xEE35|ラクノン||
0xEE36|テグラー||
0xEE37|ノイマン||
0xEE38|ロードム||
0xEE39|トゥムー||
0xEE3A|ランチェ||
0xEE3B|シャン||
0xEE3C|シェドック||
0xEE3D|ランザール||
0xEE3E|リシェル||
0xEE3F|ニューマン||
0xEE40|ゾーキー||
0xEE41|スラピーノ||
0xEE42|タイボーク||
0xEE43|ニャニャ||
0xEE44|ギョロ||
0xEE45|ピーキー||
0xEE46|ウオン||
0xEE47|ルソン||
0xEE48|ポラリス||
0xEE49|バート||
0xEE4A|ホナジィ||
0xEE4B|エルザ||
0xEE4C|ロビン||
0xEE4D|アリ||
0xEE4E|ノエル||
0xEE4F|リヴラ||
0xEE50|ー||
0xEE51|ー||
0xEE52|ブン||
0xEE53|ガン||
0xEE54|アンソニー||
0xEE55|ブーケ||
0xEE56|ドリス||
0xEE57|ミロン||
0xEE58|ヒューイ||
0xEE59|ハネス||
0xEE5A|クロエ||
0xEE5B|マシュー||
0xEE5C|バレル||
0xEE5D|ディーノ||
0xEE5E|アイネ||
0xEE5F|クライネ||
0xEE60|ナハトム||
0xEE61|ボーン||
0xEE62|マレンコフ||
0xEE63|メヴィル||
0xEE64|アロア||
0xEE65|イネス||
0xEE66|ウイニー||
0xEE67|エバンス||
0xEE68|グーフィー||
0xEE69|ケンネル||
0xEE6A|コッポラ||
0xEE6B|サミュエル||
0xEE6C|スザナ||
0xEE6D|ゼブラ||
0xEE6E|ソダン||
0xEE6F|タルコフ||
0xEE70|チン||
0xEE71|コッコ||
0xEE72|トマス||
0xEE73|ナスダ||
0xEE74|ヌヌス||
0xEE75|ネヴァン||
0xEE76|ノーラ||
0xEE77|ハリス||
0xEE78|ヒクソン||
0xEE79|フランソワ||
0xEE7A|ベホイミン||
0xEE7B|ホーガン||
0xEE7C|ロイド||
0xEE7D|ケネス||
0xEE7E|ティム||
0xEE7F|アラン||
0xEE80|ボイド||
0xEE81|セリエ||
0xEE82|ベイリー||
0xEE83|スタンリー||
0xEE84|バーキン||
0xEE85|ベッソン||
0xEE86|カニンガム||
0xEE87|ムアコック||
0xEE88|マルゴー||
0xEE89|ケリー||
0xEE8A|マローネ||
0xEE8B|フォイゾン||
0xEE8C|ファラ||
0xEE8D|アイゼン||
0xEE8E|エドワウ||
0xEE8F|スラキッド||
0xEE90|ギャムズ||
0xEE91|ガンツ||
0xEE92|ライオネル||
0xEE93|ジュネ||
0xEE94|イエット||
0xEE95|アグリ||
0xEE96|イザベル||
0xEE97|ウドンゲ||
0xEE98|エクル||
0xEE99|オルセン||
0xEE9A|カイル||
0xEE9B|ギーン||
0xEE9C|クレア||
0xEE9D|ゲオルグ||
0xEE9E|コニー||
0xEE9F|サム||
0xEEA0|シリア||
0xEEA1|スーザン||
0xEEA2|ソーシャ||
0xEEA3|タナトス||
0xEEA4|チョビン||
0xEEA5|ツァール||
0xEEA6|ドミンゴ||
0xEEA7|ナーニャ||
0xEEA8|ヌルスケ||
0xEEA9|ネルソン||
0xEEAA|ノロイン||
0xEEAB|ピス||
0xEEAC|フボーク||
0xEEAD|ヘレナ||
0xEEAE|ボンバ||
0xEEAF|マカール||
0xEEB0|ムーサ||
0xEEB1|メトロ||
0xEEB2|ドンガアデ||
0xEEB3|モンドー||
0xEEB4|ヤーム||
0xEEB5|ヨロレイヒ||
0xEEB6|リニア||
0xEEB7|ルドスト||
0xEEB8|ローエル||
0xEEB9|ン・ゴグス||
0xEEBA|パノン||
0xEEBB|アンナ||
0xEEBC|ウーハン||
0xEEBD|ギンタ||
0xEEBE|エルドラス||
0xEEBF|オベリア||
0xEEC0|カブ||
0xEEC1|キーマン||
0xEEC2|クルタン||
0xEEC3|ケイ||
0xEEC4|コルドバ||
0xEEC5|サンダー||
0xEEC6|シンプソン||
0xEEC7|スラボン||
0xEEC8|セルシア||
0xEEC9|ソロース||
0xEECA|ダット||
0xEECB|チミン||
0xEECC|ツビット||
0xEECD|デービス||
0xEECE|トロノア||
0xEECF|ナドラス||
0xEED0|ニキータ||
0xEED1|ヌラリッヒ||
0xEED2|ネロ||
0xEED3|ノックー||
0xEED4|ハインツ||
0xEED5|ピット||
0xEED6|ブルボン||
0xEED7|ヘルニアス||
0xEED8|ポルトー||
0xEED9|メダリア||
0xEEDA|ムーンシア||
0xEEDB|メンドーサ||
0xEEDC|モニカ||
0xEEDD|ヤデル||
0xEEDE|ユリエル||
0xEEDF|ヨブ||
0xEEE0|ヤゴール||
0xEEE1|リグベイダ||
0xEEE2|ルンメニゲ||
0xEEE3|レンコン||
0xEEE4|ロザンナ||
0xEEE5|Ｇ・ピサロ||
0xEEE6|ブレンダ||
0xEEE7|ブラッド||
0xEEE8|サラーム||
0xEEE9|ナディーン||
0xEEEA|ヤッキン||
0xEEEB|フィオナ||
0xEEEC|ファーター||
0xEEED|ミリアム||
0xEEEE|アバド||
0xEEEF|アベンヌ||
0xEEF0|ゾット||
0xEEF1|ナナ||
0xEEF2|ロッパ||
0xEEF3|シママ||
0xEEF4|リア||
0xEEF5|エミール||
0xEEF6|シモーヌ||
0xEEF7|イーニィ||
0xEEF8|ホネーン||
0xEEF9|ニース||
0xEEFA|ネッド||
0xEEFB|ハニー||
0xEEFC|カレン||
0xEEFD|ミノス||
0xEEFE|ジーダ||
0xEEFF|メイ||
0xEF00|ワリフト||
0xEF01|プライ||
0xEF02|ハン||
0xEF03|ラゴス||
0xEF04|ビビアン||
0xEF05|サイモン||
0xEF06|ハスター||
0xEF07|プレヤ||
0xEF08|ゼニー||
0xEF09|カラック||
0xEF0A|ミース||
0xEF0B|ゾフィー||
0xEF0C|ワンゼ||
0xEF0D|ミッキー||
0xEF0E|キリエ||
0xEF0F|クワット||
0xEF10|ネガント||
0xEF11|ピナピナ||
0xEF12|コモ||
0xEF13|リンドーン||
0xEF14|グレッグ||
0xEF15|ナンシー||
0xEF16|ポリー||
0xEF17|ジョン||
0xEF18|シロ||
0xEF19|ブリジット||
0xEF1A|フンバー||
0xEF1B|フローラ||
0xEF1C|カール||
0xEF1D|モウギュ||
0xEF1E|グレイ||
0xEF1F|マール||
0xEF20|トーサカ||
0xEF21|カンカン||
0xEF22|ハミル||
0xEF23|カザ||
0xEF24|レビロ||
0xEF25|エッコ||
0xEF26|ブッチー||
0xEF27|イラ||
0xEF28|スール||
0xEF29|スキット||
0xEF2A|コエット||
0xEF2B|サブロー||
0xEF2C|シシル||
0xEF2D|リボン||
0xEF2E|テツ||
0xEF2F|カルメル||
0xEF30|ジェロニモ||
0xEF31|シニア||
0xEF32|ケンケン||
0xEF33|パパヤ||
0xEF34|アラザン||
0xEF35|タリア||
0xEF36|ジャック||
0xEF37|ページ||
0xEF38|ロナルド||
0xEF39|クラーク||
0xEF3A|キンク||
0xEF3B|レーデリア||
0xEF3C|エビータ||
0xEF3D|エイワス||
0xEF3E|シボシボ||
0xEF3F|アスラン||
0xEF40|グレアム||
0xEF41|ホイックス||
0xEF42|マミタン||
0xEF43|ウェイト||
0xEF44|サージ||
0xEF45|ヒッテモニ||
0xEF46|ベロリン||
0xEF47|ダンドン||
0xEF48|この人に　メダル王の城のことを 教えますか？||
0xEF49|この人に　<TOWN>のことを 教えますか？||
0xEF4A|ピサロ「…………。 ピサロ「……なぜ　わたしに 話しかけるのだ！||
0xEF4B|ロザリー「あの　クインローザと おっしゃる方……ぜ　ぜったい ピサロさまと関係ないですよね？ ロザリー「お願い　関係ないと 言ってください！！||
0xEF4C|アリーナ「あら？　あの人って どこかで会わなかった？||
0xEF4D|マーニャ「……まさか　こんな所で あいつに再会するなんて！ サイテー！||
0xEF4E|ミネア「キャー！　キャー！ は　ハダカの男がっ！ いやーっ！！||
0xEF4F|ライアン「どう見ても　男なのに あの　気色の悪いしゃべり方。 やつは　いったい何なのだ？||
0xEF50|なし||
0xEF51|イムルの牢屋||
0xEF52|なぞの火口||
0xEF53|ブランカ||
0xEF54|さばくの宿屋||
0xEF55|きつねヶ原||
0xEF56|ボンモールの牢屋||
0xEF57|レイクナバ||
0xEF58|アネイル||
0xEF59|ハバリア||
0xEF5A|アッテムト||
0xEF5B|岬のお告げ所||
0xEF5C|サラン||
0xEF5D|テンペ||
0xEF5E|フレノール||
0xEF5F|王家の墓||
0xEF60|エンドール||
0xEF61|エンドール関所||
0xEF62|サントハイム関所||
0xEF63|コナンベリー||
0xEF64|ミントス||
0xEF65|モンバーバラ||
0xEF66|スタンシアラ||
0xEF67|イムル||
0xEF68|バトランド||
0xEF69|村はずれの井戸||
0xEF6A|ガーデンブルグ||
0xEF6B|海辺の村||
0xEF6C|リバーサイド||
0xEF6D|ゴットサイド||
0xEF6E|メダル王の城||
0xEF6F|湖の塔||
0xEF70|さえずりの塔||
0xEF71|ラスタ||
0xEF72|ゴルエイ||
0xEF73|セシル||
0xEF74|ピピン||
0xEF75|ルナ||
0xEF76|サリル||
0xEF77|エンチャ||
0xEF78|ブラーノ||
0xEF79|パル||
0xEF7A|オニール||
0xEF7B|ボガート||
0xEF7C|コロゴロ||
0xEF7D|ウォーク||
0xEF7E|ピアナ||
0xEF7F|ゴバン||
0xEF80|レミ||
0xEF81|ドストン||
0xEF82|シュンク||
0xEF83|マドリア||
0xEF84|プキ||
0xEF85|クロービス||
0xEF86|リンダ||
0xEF87|シアン||
0xEF88|ルルミー||
0xEF89|ペラオス||
0xEF8A|レディス||
0xEF8B|パグル||
0xEF8C|マリン||
0xEF8D|レキット||
0xEF8E|ブラン||
0xEF8F|ギャラン||
0xEF90|ラッツ||
0xEF91|モン||
0xEF92|コードン||
0xEF93|ハラド||
0xEF94|メサムチョ||
0xEF95|ククル||
0xEF96|カーサ||
0xEF97|ミザベラ||
0xEF98|ウィル||
0xEF99|ヤニモック||
0xEF9A|ハック||
0xEF9B|キレス||
0xEF9C|エレン||
0xEF9D|ユミナ||
0xEF9E|ワルドナー||
0xEF9F|ヨーレイ||
0xEFA0|ロデオ||
0xEFA1|レオン||
0xEFA2|チャーミー||
0xEFA3|ペガソ||
0xEFA4|リジュ||
0xEFA5|シーズ||
0xEFA6|ビリア||
0xEFA7|スラオット||
0xEFA8|ステッド||
0xEFA9|ソルドニア||
0xEFAA|クーベル||
0xEFAB|レエチェ||
0xEFAC|エンゼラ||
0xEFAD|カペッチャ||
0xEFAE|ゾラック||
0xEFAF|ベードン||
0xEFB0|ポレリア||
0xEFB1|ウルエス||
0xEFB2|ナニーワ||
0xEFB3|ティゴス||
0xEFB4|グレント||
0xEFB5|ロンソン||
0xEFB6|リーベルト||
0xEFB7|レイア||
0xEFB8|ピンキー||
0xEFB9|ジョージ||
0xEFBA|ラクノン||
0xEFBB|テグラー||
0xEFBC|ノイマン||
0xEFBD|ロードム||
0xEFBE|トゥムー||
0xEFBF|ランチェ||
0xEFC0|シャン||
0xEFC1|シェドック||
0xEFC2|ランザール||
0xEFC3|リシェル||
0xEFC4|ニューマ||
0xEFC5|ラ||
0xEFC6|ー||
0xEFC7|ライボーク||
0xEFC8|ニャニャ||
0xEFC9|ギョロ||
0xEFCA|ピーキー||
0xEFCB|ウオン||
0xEFCC|ルソン||
0xEFCD|ポラリス||
0xEFCE|バート||
0xEFCF|ホナジィ||
0xEFD0|エルザ||
0xEFD1|ロビン||
0xEFD2|アリ||
0xEFD3|ノエル||
0xEFD4|リヴィエラ||
0xEFD5|キグニー||
0xEFD6|コディ||
0xEFD7|クーガン||
0xEFD8|アンソニー||
0xEFD9|ブーケ||
0xEFDA|ドリス||
0xEFDB|ミロン||
0xEFDC|ヒューイ||
0xEFDD|ハネス||
0xEFDE|クロエ||
0xEFDF|マシュー||
0xEFE0|バレル||
0xEFE1|ディーノ||
0xEFE2|アイネ||
0xEFE3|クライネ||
0xEFE4|ナハトム||
0xEFE5|ボーン||
0xEFE6|マレンコフ||
0xEFE7|メヴィル||
0xEFE8|アロア||
0xEFE9|イネス||
0xEFEA|ウイニー||
0xEFEB|エバンス||
0xEFEC|グーフィー||
0xEFED|ケンネル||
0xEFEE|コッポラ||
0xEFEF|サミュエル||
0xEFF0|スザナ||
0xEFF1|ゼブラ||
0xEFF2|ソダン||
0xEFF3|タルコフ||
0xEFF4|チン||
0xEFF5|コッコ||
0xEFF6|トマス||
0xEFF7|ナスダ||
0xEFF8|ヌヌス||
0xEFF9|ネヴァン||
0xEFFA|ノーラ||
0xEFFB|ハリス||
0xEFFC|ヒクソン||
0xEFFD|フランソワ||
0xEFFE|ベホイミン||
0xEFFF|ホーガン||
0xF000|ロイド||
0xF001|ケネス||
0xF002|ティム||
0xF003|アラン||
0xF004|ボイド||
0xF005|セリエ||
0xF006|ベイリー||
0xF007|スタンリー||
0xF008|バーキン||
0xF009|ベッソン||
0xF00A|カニンガム||
0xF00B|ムアコック||
0xF00C|マルゴー||
0xF00D|ケリー||
0xF00E|マローネ||
0xF00F|フォイゾン||
0xF010|ファラ||
0xF011|アイゼン||
0xF012|エドワウ||
0xF013|スラキッド||
0xF014|ギャムズ||
0xF015|ガンツ||
0xF016|ライオネル||
0xF017|ジュネ||
0xF018|イエット||
0xF019|アグリ||
0xF01A|イザベル||
0xF01B|ウドンゲ||
0xF01C|エクル||
0xF01D|オルセン||
0xF01E|カイル||
0xF01F|ギーン||
0xF020|クレア||
0xF021|ゲオルグ||
0xF022|コニー||
0xF023|サム||
0xF024|シリア||
0xF025|スーザン||
0xF026|ソーシャ||
0xF027|タナトス||
0xF028|チョビン||
0xF029|ツァール||
0xF02A|ドミンゴ||
0xF02B|ナーニャ||
0xF02C|ヌルスケ||
0xF02D|ネルソン||
0xF02E|ノロイン||
0xF02F|ピス||
0xF030|フボーク||
0xF031|ヘレナ||
0xF032|ボンバ||
0xF033|マカール||
0xF034|ムーサ||
0xF035|メトロ||
0xF036|ドンガアデ||
0xF037|モンドー||
0xF038|ヤーム||
0xF039|ヨロレイヒ||
0xF03A|リニア||
0xF03B|ルドスト||
0xF03C|ローエル||
0xF03D|ン・ゴグス||
0xF03E|パノン||
0xF03F|アンナ||
0xF040|ウーハン||
0xF041|ギンタ||
0xF042|エルドラス||
0xF043|オベリア||
0xF044|カブ||
0xF045|キーマン||
0xF046|クルタン||
0xF047|ケイ||
0xF048|コルドバ||
0xF049|サンダー||
0xF04A|シンプソン||
0xF04B|スラボン||
0xF04C|セルシア||
0xF04D|ソロース||
0xF04E|ダット||
0xF04F|チミン||
0xF050|ツビット||
0xF051|デービス||
0xF052|トロノア||
0xF053|ナドラス||
0xF054|ニキータ||
0xF055|ヌラリッヒ||
0xF056|ネロ||
0xF057|ノックー||
0xF058|ハインツ||
0xF059|ピット||
0xF05A|ブルボン||
0xF05B|ヘルニアス||
0xF05C|ポルトー||
0xF05D|メダリア||
0xF05E|ムーンシア||
0xF05F|メンドーサ||
0xF060|モニカ||
0xF061|ヤデル||
0xF062|ユリエル||
0xF063|ヨブ||
0xF064|ヤゴール||
0xF065|リグベイダ||
0xF066|ルンメニゲ||
0xF067|レンコン||
0xF068|ロザンナ||
0xF069|Ｇ・ピサロ||
0xF06A|ブレンダ||
0xF06B|ブラッド||
0xF06C|サラーム||
0xF06D|ナディーン||
0xF06E|ヤッキン||
0xF06F|フィオナ||
0xF070|ファーター||
0xF071|ミリアム||
0xF072|アバド||
0xF073|アベンヌ||
0xF074|ゾット||
0xF075|ナナ||
0xF076|ロッパ||
0xF077|シママ||
0xF078|リア||
0xF079|エミール||
0xF07A|シモーヌ||
0xF07B|イーニィ||
0xF07C|ホネーン||
0xF07D|ニース||
0xF07E|ネッド||
0xF07F|ハニー||
0xF080|カレン||
0xF081|ミノス||
0xF082|ジーダ||
0xF083|メイ||
0xF084|ワリフト||
0xF085|プライ||
0xF086|ハン||
0xF087|ラゴス||
0xF088|ビビアン||
0xF089|サイモン||
0xF08A|ハスター||
0xF08B|プレヤ||
0xF08C|ゼニー||
0xF08D|カラック||
0xF08E|ミース||
0xF08F|ゾフィー||
0xF090|ワンゼ||
0xF091|ミッキー||
0xF092|キリエ||
0xF093|クワット||
0xF094|ネガント||
0xF095|ピナピナ||
0xF096|コモ||
0xF097|リンドーン||
0xF098|グレッグ||
0xF099|ナンシー||
0xF09A|ポリー||
0xF09B|ジョン||
0xF09C|シロ||
0xF09D|ブリジット||
0xF09E|フンバー||
0xF09F|フローラ||
0xF0A0|カール||
0xF0A1|モウギュ||
0xF0A2|グレイ||
0xF0A3|マール||
0xF0A4|トーサカ||
0xF0A5|カンカン||
0xF0A6|ハミル||
0xF0A7|カザ||
0xF0A8|レビロ||
0xF0A9|エッコ||
0xF0AA|ブッチー||
0xF0AB|イラ||
0xF0AC|スール||
0xF0AD|スキット||
0xF0AE|コエット||
0xF0AF|サブロー||
0xF0B0|シシル||
0xF0B1|リボン||
0xF0B2|テツ||
0xF0B3|カルメル||
0xF0B4|ジェロニモ||
0xF0B5|シニア||
0xF0B6|ケンケン||
0xF0B7|パパヤ||
0xF0B8|アラザン||
0xF0B9|タリア||
0xF0BA|ジャック||
0xF0BB|ページ||
0xF0BC|ロナルド||
0xF0BD|クラーク||
0xF0BE|キンク||
0xF0BF|レーデリア||
0xF0C0|エビータ||
0xF0C1|エイワス||
0xF0C2|シボシボ||
0xF0C3|アスラン||
0xF0C4|グレアム||
0xF0C5|ホイックス||
0xF0C6|マミタン||
0xF0C7|ウェイト||
0xF0C8|サージ||
0xF0C9|ヒッテモニ||
0xF0CA|ベロリン||
0xF0CB|ダンドン||
0xF0CC|この人に　メダル王の城のことを 教えますか？||
0xF0CD|この人に　<TOWN>のことを 教えますか？||
0xF0CE|なし||
0xF0CF|イムルの牢屋||
0xF0D0|なぞの火口||
0xF0D1|ブランカ||
0xF0D2|さばくの宿屋||
0xF0D3|きつねヶ原||
0xF0D4|ボンモールの牢屋||
0xF0D5|レイクナバ||
0xF0D6|アネイル||
0xF0D7|ハバリア||
0xF0D8|アッテムト||
0xF0D9|岬のお告げ所||
0xF0DA|サラン||
0xF0DB|テンペ||
0xF0DC|フレノール||
0xF0DD|王家の墓||
0xF0DE|エンドール||
0xF0DF|エンドールネ||
0xF0E0|ラ||
0xF0E1|ー||
0xF0E2|所||
0xF0E3|コナンベリー||
0xF0E4|ミントス||
0xF0E5|モンバーバラ||
0xF0E6|スタンシアラ||
0xF0E7|イムル||
0xF0E8|バトランド||
0xF0E9|村はずれの井戸||
0xF0EA|ガーデンブルグ||
0xF0EB|海辺の村||
0xF0EC|リバーサイド||
0xF0ED|ゴットサイド||
0xF0EE|メダル王の城||
0xF0EF|湖の塔||
0xF0F0|さえずりの塔||
0xF0F1|ラスタ||
0xF0F2|ゴルエイ||
0xF0F3|セシル||
0xF0F4|ピピン||
0xF0F5|ルナ||
0xF0F6|サリル||
0xF0F7|エンチャ||
0xF0F8|ブラーノ||
0xF0F9|パル||
0xF0FA|オニール||
0xF0FB|ボガート||
0xF0FC|コロゴロ||
0xF0FD|ウォーク||
0xF0FE|ピアナ||
0xF0FF|ゴバン||
0xF100|レミ||
0xF101|ドストン||
0xF102|シュンク||
0xF103|マドリア||
0xF104|プキ||
0xF105|クロービス||
0xF106|リンダ||
0xF107|シアン||
0xF108|ルルミー||
0xF109|ペラオス||
0xF10A|レディス||
0xF10B|パグル||
0xF10C|マリン||
0xF10D|レキット||
0xF10E|ブラン||
0xF10F|ギャラン||
0xF110|ラッツ||
0xF111|モン||
0xF112|コードン||
0xF113|ハラド||
0xF114|メサムチョ||
0xF115|ククル||
0xF116|カーサ||
0xF117|ミザベラ||
0xF118|ウィル||
0xF119|ヤニモック||
0xF11A|ハック||
0xF11B|キレス||
0xF11C|エレン||
0xF11D|ユミナ||
0xF11E|ワルドナー||
0xF11F|ヨーレイ||
0xF120|ロデオ||
0xF121|レオン||
0xF122|チャーミー||
0xF123|ペガソ||
0xF124|リジュ||
0xF125|シーズ||
0xF126|ビリア||
0xF127|スラオット||
0xF128|ステッド||
0xF129|ソルドニア||
0xF12A|クーベル||
0xF12B|レエチェ||
0xF12C|エンゼラ||
0xF12D|カペッチャ||
0xF12E|ゾラック||
0xF12F|ベードン||
0xF130|ポレリア||
0xF131|ウルエス||
0xF132|ナニーワ||
0xF133|ティゴス||
0xF134|グレント||
0xF135|ロンソン||
0xF136|リーベルト||
0xF137|レイア||
0xF138|ピンキー||
0xF139|ジョージ||
0xF13A|ラクノン||
0xF13B|テグラー||
0xF13C|ノイマン||
0xF13D|ロードム||
0xF13E|トゥムー||
0xF13F|ランチェ||
0xF140|シャン||
0xF141|シェドック||
0xF142|ランザール||
0xF143|リシェル||
0xF144|ニューマン||
0xF145|ゾーキー||
0xF146|スラピーノ||
0xF147|タイボーク||
0xF148|ニャニャ||
0xF149|ギョロ||
0xF14A|ピーキー||
0xF14B|ウオン||
0xF14C|ルソン||
0xF14D|ポラリス||
0xF14E|バート||
0xF14F|ホナジィ||
0xF150|エルザ||
0xF151|ロビン||
0xF152|アリ||
0xF153|ノエル||
0xF154|リヴィエラ||
0xF155|キグニー||
0xF156|コディ||
0xF157|クーガン||
0xF158|アンソニー||
0xF159|ブーケ||
0xF15A|ドリス||
0xF15B|ミロン||
0xF15C|ヒューイ||
0xF15D|ハネス||
0xF15E|クロエ||
0xF15F|マシュー||
0xF160|バレル||
0xF161|ディーノ||
0xF162|アイネ||
0xF163|クライネ||
0xF164|ナハトム||
0xF165|ボーン||
0xF166|マレンコフ||
0xF167|メヴィル||
0xF168|アロア||
0xF169|イネス||
0xF16A|ウイニー||
0xF16B|エバンス||
0xF16C|グーフィー||
0xF16D|ケンネル||
0xF16E|コッポラ||
0xF16F|サミュエル||
0xF170|スザナ||
0xF171|ゼブラ||
0xF172|ソダン||
0xF173|タルコフ||
0xF174|チン||
0xF175|コッコ||
0xF176|トマス||
0xF177|ナスダ||
0xF178|ヌヌス||
0xF179|ネヴァン||
0xF17A|ノーラ||
0xF17B|ハリス||
0xF17C|ヒクソン||
0xF17D|フランソワ||
0xF17E|ベホイミン||
0xF17F|ホーガン||
0xF180|ロイド||
0xF181|ケネス||
0xF182|ティム||
0xF183|アラン||
0xF184|ボイド||
0xF185|セリエ||
0xF186|ベイリー||
0xF187|スタンリー||
0xF188|バーキン||
0xF189|ベッソン||
0xF18A|カニンガム||
0xF18B|ムアコック||
0xF18C|マルゴー||
0xF18D|ケリー||
0xF18E|マローネ||
0xF18F|フォイゾン||
0xF190|ファラ||
0xF191|アイゼン||
0xF192|エドワウ||
0xF193|スラキッド||
0xF194|ギャムズ||
0xF195|ガンツ||
0xF196|ライオネル||
0xF197|ジュネ||
0xF198|イエット||
0xF199|アグリ||
0xF19A|イザベル||
0xF19B|ウドンゲ||
0xF19C|エクル||
0xF19D|オルセン||
0xF19E|カイル||
0xF19F|ギーン||
0xF1A0|クレア||
0xF1A1|ゲオルグ||
0xF1A2|コニー||
0xF1A3|サム||
0xF1A4|シリア||
0xF1A5|スーザン||
0xF1A6|ソーシャ||
0xF1A7|タナトス||
0xF1A8|チョビン||
0xF1A9|ツァール||
0xF1AA|ドミンゴ||
0xF1AB|ナーニャ||
0xF1AC|ヌルスケ||
0xF1AD|ネルソン||
0xF1AE|ノロイン||
0xF1AF|ピス||
0xF1B0|フボーク||
0xF1B1|ヘレナ||
0xF1B2|ボンバ||
0xF1B3|マカール||
0xF1B4|ムーサ||
0xF1B5|メトロ||
0xF1B6|ドンガアデ||
0xF1B7|モンドー||
0xF1B8|ヤーム||
0xF1B9|ヨロレイヒ||
0xF1BA|リニア||
0xF1BB|ルドスト||
0xF1BC|ローエル||
0xF1BD|ン・ゴグス||
0xF1BE|パノン||
0xF1BF|アンナ||
0xF1C0|ウーハン||
0xF1C1|ギンタ||
0xF1C2|エルドラス||
0xF1C3|オベリア||
0xF1C4|カブ||
0xF1C5|キーマン||
0xF1C6|クルタン||
0xF1C7|ケイ||
0xF1C8|コルドバ||
0xF1C9|サンダー||
0xF1CA|シンプソン||
0xF1CB|スラボン||
0xF1CC|セルシア||
0xF1CD|ソロース||
0xF1CE|ダット||
0xF1CF|チミン||
0xF1D0|ツビット||
0xF1D1|デービス||
0xF1D2|トロノア||
0xF1D3|ナドラス||
0xF1D4|ニキータ||
0xF1D5|ヌラリッヒ||
0xF1D6|ネロ||
0xF1D7|ノックー||
0xF1D8|ハインツ||
0xF1D9|ピット||
0xF1DA|ブルボン||
0xF1DB|ヘルニアス||
0xF1DC|ポルトー||
0xF1DD|メダリア||
0xF1DE|ムーンシア||
0xF1DF|メンドーサ||
0xF1E0|モニカ||
0xF1E1|ヤデル||
0xF1E2|ユリエル||
0xF1E3|ヨブ||
0xF1E4|ヤゴール||
0xF1E5|リグベイダ||
0xF1E6|ルンメニゲ||
0xF1E7|レンコン||
0xF1E8|ロザンナ||
0xF1E9|Ｇ・ピサロ||
0xF1EA|ブレンダ||
0xF1EB|ブラッド||
0xF1EC|サラーム||
